연월,일,시군구,법정동,번지,지목,용도지역,도로조건,계약면적_m2,거래금액_만원,지분구분,해제일,거래유형,중개사소재지,지구포함
202002,03,경기도 시흥시,미산동,산4*,임야,개발제한구역,-,33.05,429,지분,-,-,-,0
202002,03,경기도 시흥시,조남동,산2*,임야,개발제한구역,-,231.00,3500,지분,-,-,-,0
202002,03,경기도 시흥시,금이동,3**,임야,개발제한구역,-,99.00,2880,지분,-,-,-,1
202002,03,경기도 시흥시,계수동,3**,전,개발제한구역,-,96.00,3770,,-,-,-,0
202002,03,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,397.00,4638,지분,-,-,-,0
202002,03,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,86.00,1005,지분,-,-,-,0
202002,03,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,66.00,771,지분,-,-,-,0
202002,03,경기도 시흥시,산현동,산6*,임야,자연녹지지역,-,165.00,1906,지분,-,-,-,0
202002,03,경기도 시흥시,월곶동,산1**,임야,자연녹지지역,25m미만,66.00,2313,지분,-,-,-,0
202002,03,경기도 시흥시,장곡동,산4*,임야,개발제한구역,-,165.00,3500,지분,-,-,-,0
202002,03,경기도 시흥시,월곶동,산1**,임야,자연녹지지역,25m미만,33.00,1147,지분,-,-,-,0
202002,01,경기도 시흥시,조남동,4**,전,개발제한구역,-,1008.00,21600,,-,-,-,0
202002,01,경기도 시흥시,조남동,산1**,임야,개발제한구역,8m미만,436.00,4000,지분,-,-,-,0
202002,01,경기도 시흥시,금이동,산2*,임야,개발제한구역,12m미만,39.00,1350,지분,-,-,-,1
202002,01,경기도 시흥시,정왕동,7**,답,개발제한구역,12m미만,1970.00,59600,,-,-,-,0
202001,31,경기도 시흥시,안현동,산3*,임야,개발제한구역,8m미만,330.00,4247,지분,-,-,-,0
202001,31,경기도 시흥시,과림동,3**,대,자연녹지지역,-,17.00,3460,,-,-,-,1
202001,31,경기도 시흥시,광석동,산1*,임야,개발제한구역,-,99.00,1317,지분,-,-,-,0
202001,31,경기도 시흥시,월곶동,산1*,임야,개발제한구역,8m미만,165.00,1965,지분,-,-,-,0
202001,31,경기도 시흥시,과림동,3**,대,자연녹지지역,-,349.00,80180,,-,-,-,1
202001,31,경기도 시흥시,금이동,산1*,임야,개발제한구역,-,232.00,2349,지분,-,-,-,1
202001,31,경기도 시흥시,산현동,산6*,임야,자연녹지지역,-,99.00,1146,지분,-,-,-,0
202001,31,경기도 시흥시,매화동,7**,답,개발제한구역,8m미만,26.00,1595,지분,-,-,-,0
202001,31,경기도 시흥시,계수동,산1**,임야,개발제한구역,-,64.00,1862,지분,-,-,-,0
202001,31,경기도 시흥시,산현동,산6*,임야,자연녹지지역,-,82.00,963,지분,-,-,-,0
202001,31,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,33.00,381,지분,-,-,-,0
202001,31,경기도 시흥시,산현동,산5*,임야,자연녹지지역,-,99.00,1731,지분,-,-,-,0
202001,31,경기도 시흥시,과림동,3**,도로,자연녹지지역,-,30.56,2160,지분,-,-,-,1
202001,31,경기도 시흥시,산현동,산6*,임야,자연녹지지역,25m미만,99.00,1167,지분,-,-,-,0
202001,31,경기도 시흥시,산현동,산5*,임야,자연녹지지역,-,320.00,5560,지분,-,-,-,0
202001,31,경기도 시흥시,정왕동,산1*,임야,개발제한구역,8m미만,165.00,1728,지분,-,-,-,0
202001,31,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,165.00,2173,지분,-,-,-,0
202001,31,경기도 시흥시,과림동,3**,도로,자연녹지지역,-,2.50,200,지분,-,-,-,1
202001,30,경기도 시흥시,장곡동,산2*,임야,개발제한구역,-,66.00,1300,지분,-,-,-,0
202001,30,경기도 시흥시,금이동,5**,임야,개발제한구역,-,165.29,1175,지분,-,-,-,1
202001,30,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,66.00,747,지분,-,-,-,0
202001,30,경기도 시흥시,산현동,산5*,임야,자연녹지지역,8m미만,265.00,4632,지분,-,-,-,0
202001,30,경기도 시흥시,대야동,산1**,임야,개발제한구역,-,115.70,1026,지분,-,-,-,0
202001,30,경기도 시흥시,매화동,산*,임야,개발제한구역,-,264.00,2130,지분,-,-,-,0
202001,30,경기도 시흥시,능곡동,1**,임야,개발제한구역,-,33.00,1400,지분,-,-,-,0
202001,30,경기도 시흥시,방산동,산2*,임야,개발제한구역,-,128.70,3042,지분,-,-,-,0
202001,30,경기도 시흥시,광석동,산1*,임야,개발제한구역,-,166.00,2195,지분,-,-,-,0
202001,30,경기도 시흥시,월곶동,산1**,임야,자연녹지지역,25m미만,331.00,11564,지분,-,-,-,0
202001,30,경기도 시흥시,방산동,산2*,임야,개발제한구역,-,3.30,78,지분,-,-,-,0
202001,30,경기도 시흥시,미산동,산4*,임야,개발제한구역,-,33.05,429,지분,-,-,-,0
202001,30,경기도 시흥시,미산동,산4*,임야,개발제한구역,-,85.94,1115,지분,-,-,-,0
202001,30,경기도 시흥시,안현동,산3*,임야,자연녹지지역,-,99.00,1149,지분,-,-,-,0
202001,30,경기도 시흥시,안현동,산3*,임야,자연녹지지역,-,214.00,2490,지분,-,-,-,0
202001,30,경기도 시흥시,안현동,산3*,임야,개발제한구역,8m미만,148.00,1911,지분,-,-,-,0
202001,30,경기도 시흥시,안현동,산3*,임야,자연녹지지역,-,168.00,1953,지분,-,-,-,0
202001,30,경기도 시흥시,방산동,산2*,임야,개발제한구역,-,4.50,117,지분,-,-,-,0
202001,30,경기도 시흥시,산현동,산5*,임야,자연녹지지역,-,66.00,1158,지분,-,-,-,0
202001,30,경기도 시흥시,방산동,산2*,임야,개발제한구역,-,77.50,1833,지분,-,-,-,0
202001,30,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,330.00,4248,지분,-,-,-,0
202001,30,경기도 시흥시,거모동,4*,전,개발제한구역,8m미만,2225.00,48200,,-,-,-,0
202001,30,경기도 시흥시,산현동,산6*,임야,자연녹지지역,-,83.00,963,지분,-,-,-,0
202001,30,경기도 시흥시,산현동,산5*,임야,자연녹지지역,-,66.00,1146,지분,-,-,-,0
202001,30,경기도 시흥시,산현동,산5*,임야,자연녹지지역,-,165.00,2895,지분,-,-,-,0
202001,30,경기도 시흥시,산현동,산5*,임야,자연녹지지역,-,132.00,2293,지분,-,-,-,0
202001,29,경기도 시흥시,능곡동,산1*,임야,개발제한구역,-,162.00,2401,지분,-,-,-,0
202001,29,경기도 시흥시,산현동,산6*,임야,자연녹지지역,25m미만,330.00,3890,지분,-,-,-,0
202001,29,경기도 시흥시,광석동,산1*,임야,개발제한구역,-,33.00,439,지분,-,-,-,0
202001,29,경기도 시흥시,물왕동,산4*,임야,개발제한구역,-,1572.00,10000,,-,-,-,0
202001,29,경기도 시흥시,군자동,산4*,임야,자연녹지지역,-,145.00,1520,지분,-,-,-,0
202001,29,경기도 시흥시,조남동,4**,전,개발제한구역,-,31.00,1000,지분,-,-,-,0
202001,29,경기도 시흥시,안현동,산3*,임야,자연녹지지역,-,330.00,3950,지분,-,-,-,0
202001,29,경기도 시흥시,안현동,산3*,임야,자연녹지지역,-,66.00,766,지분,-,-,-,0
202001,29,경기도 시흥시,월곶동,9**,답,개발제한구역,8m미만,2312.00,34950,,-,-,-,0
202001,29,경기도 시흥시,월곶동,산1**,임야,자연녹지지역,25m미만,99.00,3510,지분,-,-,-,0
202001,29,경기도 시흥시,월곶동,산1*,임야,개발제한구역,8m미만,264.00,3144,지분,-,-,-,0
202001,29,경기도 시흥시,산현동,산5*,임야,자연녹지지역,-,181.00,3185,지분,-,-,-,0
202001,29,경기도 시흥시,조남동,4**,전,개발제한구역,-,1622.00,19000,,-,-,-,0
202001,29,경기도 시흥시,장곡동,산2*,임야,개발제한구역,-,337.00,6630,지분,-,-,-,0
202001,29,경기도 시흥시,산현동,산6*,임야,자연녹지지역,25m미만,430.00,4956,지분,-,-,-,0
202001,29,경기도 시흥시,신천동,2**,잡종지,개발제한구역,8m미만,201.29,7970,지분,-,-,-,0
202001,29,경기도 시흥시,장현동,산2*,임야,개발제한구역,8m미만,16.00,800,지분,-,-,-,0
202001,29,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,198.00,2311,지분,-,-,-,0
202001,29,경기도 시흥시,신천동,2**,잡종지,개발제한구역,8m미만,2045.00,96530,,-,-,-,0
202001,28,경기도 시흥시,매화동,7**,답,개발제한구역,8m미만,20.00,1194,지분,-,-,-,0
202001,28,경기도 시흥시,매화동,7**,답,개발제한구역,8m미만,23.00,1113,지분,-,-,-,0
202001,28,경기도 시흥시,매화동,7**,답,개발제한구역,8m미만,33.00,1590,지분,-,-,-,0
202001,28,경기도 시흥시,매화동,7**,답,개발제한구역,8m미만,10.00,507,지분,-,-,-,0
202001,28,경기도 시흥시,정왕동,8**,유지,개발제한구역,8m미만,3070.90,397300,,-,-,-,0
202001,28,경기도 시흥시,정왕동,8**,유지,개발제한구역,25m이상,369.00,47700,,-,-,-,0
202001,28,경기도 시흥시,계수동,산1**,임야,개발제한구역,-,159.00,4704,지분,-,-,-,0
202001,28,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,330.00,4247,지분,-,-,-,0
202001,28,경기도 시흥시,안현동,산3*,임야,자연녹지지역,-,115.00,1383,지분,-,-,-,0
202001,28,경기도 시흥시,금이동,산1**,임야,개발제한구역,-,165.00,2250,지분,-,-,-,1
202001,28,경기도 시흥시,군자동,산8*,임야,개발제한구역,-,330.00,2960,지분,-,-,-,0
202001,28,경기도 시흥시,월곶동,산1*,임야,개발제한구역,-,66.00,680,지분,-,-,-,0
202001,28,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,99.00,1185,지분,-,-,-,0
202001,28,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,330.00,3851,지분,-,-,-,0
202001,28,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,168.00,1982,지분,-,-,-,0
202001,28,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,181.00,2140,지분,-,-,-,0
202001,28,경기도 시흥시,산현동,산5*,임야,자연녹지지역,-,165.00,2866,지분,-,-,-,0
202001,28,경기도 시흥시,무지내동,산*,임야,개발제한구역,-,840.00,22405,지분,-,-,-,1
202001,28,경기도 시흥시,미산동,4**,답,개발제한구역,8m미만,63.00,2736,지분,-,-,-,0
202001,28,경기도 시흥시,능곡동,산2*,임야,자연녹지지역,-,333.00,4590,지분,-,-,-,0
202001,28,경기도 시흥시,논곡동,2**,도로,제2종일반주거지역,8m미만,13.00,500,,-,-,-,0
202001,28,경기도 시흥시,매화동,7**,답,개발제한구역,8m미만,73.00,3718,지분,-,-,-,0
202001,27,경기도 시흥시,월곶동,산5*,임야,개발제한구역,12m미만,66.00,988,지분,-,-,-,0
202001,27,경기도 시흥시,대야동,산1**,임야,개발제한구역,-,330.59,2930,지분,-,-,-,0
202001,26,경기도 시흥시,산현동,산5*,임야,자연녹지지역,-,165.00,2895,지분,-,-,-,0
202001,25,경기도 시흥시,산현동,산5*,임야,자연녹지지역,8m미만,66.00,1158,지분,-,-,-,0
202001,25,경기도 시흥시,월곶동,산1*,임야,개발제한구역,8m미만,99.00,1179,지분,-,-,-,0
202001,23,경기도 시흥시,무지내동,산*,임야,개발제한구역,-,99.00,2673,지분,-,-,-,1
202001,23,경기도 시흥시,월곶동,4**,도로,제1종일반주거지역,8m미만,10.00,1264,,-,-,-,0
202001,23,경기도 시흥시,정왕동,2***,대,제2종일반주거지역,12m미만,228.60,58000,,-,-,-,0
202001,23,경기도 시흥시,장곡동,7**,잡종지,개발제한구역,8m미만,1298.00,39000,,-,-,-,0
202001,23,경기도 시흥시,논곡동,3**,임야,개발제한구역,-,83.00,1300,지분,-,-,-,0
202001,23,경기도 시흥시,월곶동,4**,도로,제1종일반주거지역,8m미만,18.00,2275,,-,-,-,0
202001,23,경기도 시흥시,계수동,6**,전,개발제한구역,8m미만,3027.00,103395,,-,-,-,0
202001,23,경기도 시흥시,월곶동,4**,도로,제1종일반주거지역,8m미만,22.00,2781,,-,-,-,0
202001,22,경기도 시흥시,무지내동,3**,도로,자연녹지지역,25m이상,279.00,13000,,-,-,-,1
202001,22,경기도 시흥시,무지내동,산4*,임야,자연녹지지역,12m미만,14575.00,105000,,-,-,-,1
202001,22,경기도 시흥시,산현동,산5*,임야,자연녹지지역,8m미만,165.00,2866,지분,-,-,-,0
202001,22,경기도 시흥시,월곶동,산1**,임야,자연녹지지역,25m미만,66.00,2313,지분,-,-,-,0
202001,22,경기도 시흥시,산현동,산5*,임야,자연녹지지역,-,545.00,9458,지분,-,-,-,0
202001,22,경기도 시흥시,거모동,7**,전,개발제한구역,8m미만,495.86,22500,지분,-,-,-,0
202001,22,경기도 시흥시,산현동,산6*,임야,자연녹지지역,-,132.00,1494,지분,-,-,-,0
202001,22,경기도 시흥시,은행동,3**,전,제1종일반주거지역,8m미만,87.00,9852,,-,-,-,0
202001,22,경기도 시흥시,은행동,3**,전,제1종일반주거지역,8m미만,9.00,1132,,-,-,-,0
202001,22,경기도 시흥시,은행동,5**,답,개발제한구역,8m미만,1322.32,14000,지분,-,-,-,0
202001,22,경기도 시흥시,산현동,산6*,임야,자연녹지지역,25m미만,99.00,1167,지분,-,-,-,0
202001,22,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,99.00,1185,지분,-,-,-,0
202001,22,경기도 시흥시,산현동,산5*,임야,자연녹지지역,-,347.00,6080,지분,-,-,-,0
202001,22,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,99.00,1155,지분,-,-,-,0
202001,22,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,198.00,2311,지분,-,-,-,0
202001,22,경기도 시흥시,군자동,산4*,임야,자연녹지지역,-,165.00,1579,지분,-,-,-,0
202001,22,경기도 시흥시,군자동,산4*,임야,자연녹지지역,-,209.00,1990,지분,-,-,-,0
202001,21,경기도 시흥시,능곡동,산3*,임야,개발제한구역,-,462.00,8732,지분,-,-,-,0
202001,21,경기도 시흥시,조남동,2**,도로,제1종일반주거지역,8m미만,38.00,4000,,-,-,-,0
202001,21,경기도 시흥시,계수동,산1**,임야,개발제한구역,-,102.00,3038,지분,-,-,-,0
202001,21,경기도 시흥시,군자동,산4*,임야,자연녹지지역,-,33.00,316,지분,-,-,-,0
202001,21,경기도 시흥시,군자동,산4*,임야,개발제한구역,8m미만,745.00,7328,지분,-,-,-,0
202001,21,경기도 시흥시,매화동,산*,임야,개발제한구역,-,99.00,775,지분,-,-,-,0
202001,21,경기도 시흥시,거모동,산9*,임야,개발제한구역,-,221.00,2315,지분,-,-,-,0
202001,21,경기도 시흥시,배곧동,1**,대,제2종전용주거지역,25m미만,235.40,44149,,-,-,-,0
202001,21,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,495.00,5600,지분,-,-,-,0
202001,21,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,661.00,2788,지분,-,-,-,0
202001,21,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,116.00,488,지분,-,-,-,0
202001,21,경기도 시흥시,산현동,산6*,임야,자연녹지지역,25m미만,562.00,6547,지분,-,-,-,0
202001,21,경기도 시흥시,산현동,산5*,임야,자연녹지지역,-,165.00,2866,지분,-,-,-,0
202001,21,경기도 시흥시,산현동,산6*,임야,자연녹지지역,-,330.00,3890,지분,-,-,-,0
202001,20,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,330.00,4247,지분,-,-,-,0
202001,20,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,331.00,1300,지분,-,-,-,0
202001,20,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,99.00,1155,지분,-,-,-,0
202001,20,경기도 시흥시,안현동,산3*,임야,개발제한구역,8m미만,82.00,1073,지분,-,-,-,0
202001,20,경기도 시흥시,군자동,산4*,임야,자연녹지지역,-,165.00,1728,지분,-,-,-,0
202001,20,경기도 시흥시,군자동,산4*,임야,자연녹지지역,-,165.00,1579,지분,-,-,-,0
202001,20,경기도 시흥시,계수동,산1**,임야,개발제한구역,-,237.00,6958,지분,-,-,-,0
202001,20,경기도 시흥시,도창동,산*,임야,개발제한구역,8m미만,123.80,4900,지분,-,-,-,0
202001,20,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,165.00,2124,지분,-,-,-,0
202001,20,경기도 시흥시,방산동,산*,임야,개발제한구역,8m미만,201.00,3416,지분,-,-,-,0
202001,20,경기도 시흥시,방산동,4**,전,개발제한구역,25m이상,712.00,20425,,-,-,-,0
202001,20,경기도 시흥시,능곡동,산2*,임야,자연녹지지역,-,664.00,9180,지분,-,-,-,0
202001,20,경기도 시흥시,월곶동,2*,전,개발제한구역,8m미만,378.50,20765,지분,-,-,-,0
202001,20,경기도 시흥시,월곶동,2*,전,자연녹지지역,-,378.00,20735,지분,-,-,-,0
202001,20,경기도 시흥시,월곶동,산1**,임야,자연녹지지역,25m미만,50.00,1720,지분,-,-,-,0
202001,20,경기도 시흥시,산현동,산6*,임야,자연녹지지역,-,330.00,3812,지분,-,-,-,0
202001,20,경기도 시흥시,산현동,산6*,임야,자연녹지지역,25m미만,99.00,1144,지분,-,-,-,0
202001,20,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,330.00,3890,지분,-,-,-,0
202001,20,경기도 시흥시,산현동,산6*,임야,자연녹지지역,25m미만,178.00,2017,지분,-,-,-,0
202001,19,경기도 시흥시,죽율동,6**,전,개발제한구역,25m미만,1152.00,62600,,-,-,-,0
202001,19,경기도 시흥시,군자동,산4*,임야,자연녹지지역,-,33.00,306,지분,-,-,-,0
202001,19,경기도 시흥시,무지내동,산*,임야,개발제한구역,-,99.00,2646,지분,-,-,-,1
202001,18,경기도 시흥시,과림동,8**,잡종지,제1종일반주거지역,8m미만,56.00,12260,,-,-,-,1
202001,18,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,165.00,2124,지분,-,-,-,0
202001,18,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,99.00,1274,지분,-,-,-,0
202001,18,경기도 시흥시,산현동,산6*,임야,자연녹지지역,-,231.00,2696,지분,-,-,-,0
202001,18,경기도 시흥시,군자동,산4*,임야,자연녹지지역,-,33.00,306,지분,-,-,-,0
202001,18,경기도 시흥시,과림동,6**,도로,제1종일반주거지역,8m미만,50.00,11000,,-,-,-,1
202001,18,경기도 시흥시,배곧동,9*,대,제2종전용주거지역,12m미만,278.60,40000,,-,-,-,0
202001,17,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,166.00,1906,지분,-,-,-,0
202001,17,경기도 시흥시,산현동,산6*,임야,자연녹지지역,25m미만,99.00,1167,지분,-,-,-,0
202001,17,경기도 시흥시,대야동,산1**,임야,개발제한구역,-,330.00,3350,지분,-,-,-,0
202001,17,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,82.00,1073,지분,-,-,-,0
202001,17,경기도 시흥시,안현동,산3*,임야,개발제한구역,8m미만,661.00,8494,지분,-,-,-,0
202001,17,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,993.00,12870,지분,-,-,-,0
202001,17,경기도 시흥시,금이동,산1*,임야,자연녹지지역,-,334.00,3490,지분,-,-,-,1
202001,17,경기도 시흥시,금이동,산1**,임야,개발제한구역,-,99.00,1350,지분,-,-,-,1
202001,17,경기도 시흥시,안현동,산3*,임야,자연녹지지역,-,66.00,798,지분,-,-,-,0
202001,17,경기도 시흥시,군자동,산4*,임야,자연녹지지역,-,165.00,1629,지분,-,-,-,0
202001,17,경기도 시흥시,산현동,산5*,임야,자연녹지지역,-,264.00,4586,지분,-,-,-,0
202001,17,경기도 시흥시,능곡동,산1*,임야,개발제한구역,-,16.50,245,지분,-,-,-,0
202001,17,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,133.00,1556,지분,-,-,-,0
202001,17,경기도 시흥시,산현동,산6*,임야,자연녹지지역,-,33.00,373,지분,-,-,-,0
202001,17,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,99.00,1120,지분,-,-,-,0
202001,17,경기도 시흥시,조남동,산1**,임야,개발제한구역,8m미만,198.00,1657,지분,-,-,-,0
202001,17,경기도 시흥시,매화동,산*,임야,개발제한구역,-,390.00,3142,지분,-,-,-,0
202001,17,경기도 시흥시,매화동,산*,임야,개발제한구역,-,165.00,1345,지분,-,-,-,0
202001,17,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,116.00,1307,지분,-,-,-,0
202001,17,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,330.00,3851,지분,-,-,-,0
202001,17,경기도 시흥시,군자동,산4*,임야,개발제한구역,8m미만,168.00,1611,지분,-,-,-,0
202001,17,경기도 시흥시,산현동,산6*,임야,자연녹지지역,25m미만,330.00,3734,지분,-,-,-,0
202001,17,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,330.00,3851,지분,-,-,-,0
202001,17,경기도 시흥시,산현동,산6*,임야,자연녹지지역,-,165.00,1945,지분,-,-,-,0
202001,17,경기도 시흥시,죽율동,1**,전,개발제한구역,-,3594.00,38000,,-,-,-,0
202001,17,경기도 시흥시,군자동,산4*,임야,개발제한구역,-,330.00,3257,지분,-,-,-,0
202001,17,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,66.00,762,지분,-,-,-,0
202001,17,경기도 시흥시,안현동,산3*,임야,자연녹지지역,-,661.00,7900,지분,-,-,-,0
202001,17,경기도 시흥시,조남동,5**,전,개발제한구역,8m미만,1774.00,23330,,-,-,-,0
202001,17,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,495.00,5777,지분,-,-,-,0
202001,17,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,165.00,2145,지분,-,-,-,0
202001,17,경기도 시흥시,안현동,산3*,임야,개발제한구역,-,231.00,3003,지분,-,-,-,0
202001,17,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,99.00,1155,지분,-,-,-,0
202001,16,경기도 시흥시,계수동,산1**,임야,개발제한구역,-,102.00,3038,지분,-,-,-,0
202001,16,경기도 시흥시,군자동,산4*,임야,개발제한구역,8m미만,168.00,1611,지분,-,-,-,0
202001,16,경기도 시흥시,군자동,산4*,임야,개발제한구역,8m미만,165.00,1579,지분,-,-,-,0
202001,16,경기도 시흥시,군자동,산4*,임야,자연녹지지역,-,66.00,632,지분,-,-,-,0
202001,16,경기도 시흥시,군자동,산4*,임야,자연녹지지역,-,165.00,1531,지분,-,-,-,0
202001,16,경기도 시흥시,군자동,산4*,임야,자연녹지지역,-,280.00,2937,지분,-,-,-,0
202001,16,경기도 시흥시,방산동,3**,전,개발제한구역,8m미만,759.00,34300,,-,-,-,0
202001,16,경기도 시흥시,안현동,산3*,임야,개발제한구역,8m미만,33.00,1568,지분,-,-,-,0
202001,16,경기도 시흥시,월곶동,산1**,임야,자연녹지지역,25m미만,66.00,2293,지분,-,-,-,0
202001,16,경기도 시흥시,월곶동,산1**,임야,개발제한구역,25m미만,132.00,4586,지분,-,-,-,0
202001,16,경기도 시흥시,월곶동,산1**,임야,자연녹지지역,25m미만,83.00,2867,지분,-,-,-,0
202001,16,경기도 시흥시,월곶동,5**,전,개발제한구역,8m미만,650.00,20000,,-,-,-,0
202001,16,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,330.00,3812,지분,-,-,-,0
202001,16,경기도 시흥시,산현동,산6*,임야,자연녹지지역,25m미만,165.00,1945,지분,-,-,-,0
202001,16,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,100.00,1144,지분,-,-,-,0
202001,16,경기도 시흥시,산현동,산6*,임야,자연녹지지역,-,99.00,1120,지분,-,-,-,0
202001,16,경기도 시흥시,산현동,산6*,임야,자연녹지지역,25m미만,96.00,1083,지분,-,-,-,0
202001,16,경기도 시흥시,산현동,산6*,임야,자연녹지지역,25m미만,363.00,4279,지분,-,-,-,0
202001,16,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,166.00,1906,지분,-,-,-,0
202001,16,경기도 시흥시,산현동,산6*,임야,자연녹지지역,25m미만,99.00,1167,지분,-,-,-,0
202001,16,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,265.00,3050,지분,-,-,-,0
202001,16,경기도 시흥시,산현동,산6*,임야,자연녹지지역,25m미만,99.00,1155,지분,-,-,-,0
202001,16,경기도 시흥시,산현동,산6*,임야,자연녹지지역,25m미만,36.00,411,지분,-,-,-,0
202001,16,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,347.00,4148,지분,-,-,-,0
202001,16,경기도 시흥시,목감동,9*,전,개발제한구역,8m미만,1030.00,15000,,-,-,-,0
202001,15,경기도 시흥시,산현동,산6*,임야,자연녹지지역,25m미만,330.00,3890,지분,-,-,-,0
202001,15,경기도 시흥시,미산동,산2*,임야,개발제한구역,-,1653.00,15000,,-,-,-,0
202001,15,경기도 시흥시,월곶동,산1**,임야,자연녹지지역,25m미만,33.00,1156,지분,-,-,-,0
202001,15,경기도 시흥시,월곶동,산1**,임야,개발제한구역,25m미만,33.00,1147,지분,-,-,-,0
202001,15,경기도 시흥시,산현동,산6*,임야,자연녹지지역,25m미만,99.00,1144,지분,-,-,-,0
202001,15,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,133.00,1525,지분,-,-,-,0
202001,15,경기도 시흥시,산현동,산6*,임야,자연녹지지역,-,165.00,1906,지분,-,-,-,0
202001,15,경기도 시흥시,월곶동,6**,전,개발제한구역,8m미만,992.00,30000,지분,-,-,-,0
202001,15,경기도 시흥시,하중동,7**,답,개발제한구역,8m미만,3478.00,70484,,-,-,-,0
202001,15,경기도 시흥시,매화동,산*,임야,개발제한구역,-,165.00,1345,지분,-,-,-,0
202001,15,경기도 시흥시,군자동,산4*,임야,자연녹지지역,-,330.00,3158,지분,-,-,-,0
202001,15,경기도 시흥시,군자동,산4*,임야,자연녹지지역,-,129.00,1232,지분,-,-,-,0
202001,15,경기도 시흥시,계수동,산1**,임야,개발제한구역,-,102.00,3038,지분,-,-,-,0
202001,15,경기도 시흥시,대야동,4**,대,제1종일반주거지역,-,123.20,41700,,-,-,-,0
202001,15,경기도 시흥시,대야동,4**,대,제1종일반주거지역,12m미만,132.00,43000,,-,-,-,0
202001,15,경기도 시흥시,군자동,산4*,임야,개발제한구역,-,82.00,814,지분,-,-,-,0
202001,15,경기도 시흥시,물왕동,2**,전,개발제한구역,12m미만,785.00,40000,,-,-,-,0
202001,15,경기도 시흥시,산현동,산6*,임야,자연녹지지역,25m미만,148.00,1751,지분,-,-,-,0
202001,14,경기도 시흥시,군자동,산4*,임야,자연녹지지역,-,330.00,3158,지분,-,-,-,0
202001,14,경기도 시흥시,포동,산*,임야,자연녹지지역,-,561.00,5369,지분,-,-,-,0
202001,14,경기도 시흥시,안현동,1**,도로,제1종일반주거지역,8m미만,24.00,6000,,-,-,-,0
202001,14,경기도 시흥시,안현동,산3*,임야,개발제한구역,8m미만,298.00,14994,,-,-,-,0
202001,14,경기도 시흥시,안현동,산3*,임야,자연녹지지역,-,330.00,3950,지분,-,-,-,0
202001,14,경기도 시흥시,월곶동,산1**,임야,자연녹지지역,25m미만,33.00,1147,지분,-,-,-,0
202001,14,경기도 시흥시,월곶동,산1**,임야,개발제한구역,25m미만,66.00,2313,지분,-,-,-,0
202001,14,경기도 시흥시,월곶동,산1**,임야,자연녹지지역,25m미만,50.00,1735,지분,-,-,-,0
202001,14,경기도 시흥시,산현동,산6*,임야,자연녹지지역,-,82.00,963,지분,-,-,-,0
202001,14,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,82.00,963,지분,-,-,-,0
202001,14,경기도 시흥시,산현동,산6*,임야,개발제한구역,25m미만,330.00,3851,지분,-,-,-,0
